,Fecha,Tipo de Cambio
1017,16/06/2019,N/E
1018,15/06/2019,N/E
1019,14/06/2019,19.1487
1020,13/06/2019,19.1645
1021,12/06/2019,19.1383
1022,11/06/2019,19.1222
1023,10/06/2019,19.2040
1024,09/06/2019,N/E
1025,08/06/2019,N/E
1026,07/06/2019,19.6528
1027,06/06/2019,19.7084
1028,05/06/2019,19.5418
1029,04/06/2019,19.6007
1030,03/06/2019,19.7609
1031,02/06/2019,N/E
1032,01/06/2019,N/E
1033,31/05/2019,19.6426
1034,30/05/2019,19.0683
1035,29/05/2019,19.2395
1036,28/05/2019,19.1652
1037,27/05/2019,19.0521
1038,26/05/2019,N/E
1039,25/05/2019,N/E
1040,24/05/2019,19.0658
1041,23/05/2019,19.0122
1042,22/05/2019,18.9755
1043,21/05/2019,19.0309
1044,20/05/2019,19.0908
1045,19/05/2019,N/E
1046,18/05/2019,N/E
1047,17/05/2019,19.1454
1048,16/05/2019,19.0710
1049,15/05/2019,19.1236
1050,14/05/2019,19.1427
1051,13/05/2019,19.1928
1052,12/05/2019,N/E
1053,11/05/2019,N/E
1054,10/05/2019,19.1374
1055,09/05/2019,19.2623
1056,08/05/2019,19.0837
1057,07/05/2019,19.0499
1058,06/05/2019,18.9781
1059,05/05/2019,N/E
1060,04/05/2019,N/E
1061,03/05/2019,19.0012
1062,02/05/2019,19.1014
1063,01/05/2019,N/E
1064,30/04/2019,19.0099
1065,29/04/2019,19.0120
1066,28/04/2019,N/E
1067,27/04/2019,N/E
1068,26/04/2019,18.9414
1069,25/04/2019,19.0942
1070,24/04/2019,19.0046
1071,23/04/2019,18.9578
1072,22/04/2019,18.8359
1073,21/04/2019,N/E
1074,20/04/2019,N/E
1075,19/04/2019,N/E
1076,18/04/2019,N/E
1077,17/04/2019,18.8480
1078,16/04/2019,18.9516
1079,15/04/2019,18.8489
1080,14/04/2019,N/E
1081,13/04/2019,N/E
1082,12/04/2019,18.7719
1083,11/04/2019,18.8432
1084,10/04/2019,18.8360
1085,09/04/2019,18.9229
1086,08/04/2019,18.9701
1087,07/04/2019,N/E
1088,06/04/2019,N/E
1089,05/04/2019,19.0805
1090,04/04/2019,19.1728
1091,03/04/2019,19.1805
1092,02/04/2019,19.2279
1093,01/04/2019,19.2169
1094,31/03/2019,N/E
1095,30/03/2019,N/E
1096,29/03/2019,19.3779
1097,28/03/2019,19.3793
1098,27/03/2019,19.3201
1099,26/03/2019,19.0989
1100,25/03/2019,19.0151
1101,24/03/2019,N/E
1102,23/03/2019,N/E
1103,22/03/2019,19.1369
1104,21/03/2019,18.8694
1105,20/03/2019,18.9098
1106,19/03/2019,19.0004
1107,18/03/2019,N/E
1108,17/03/2019,N/E
1109,16/03/2019,N/E
1110,15/03/2019,19.2176
1111,14/03/2019,19.3233
1112,13/03/2019,19.3320
1113,12/03/2019,19.3049
1114,11/03/2019,19.4243
1115,10/03/2019,N/E
1116,09/03/2019,N/E
1117,08/03/2019,19.4902
1118,07/03/2019,19.5225
1119,06/03/2019,19.3708
1120,05/03/2019,19.2597
1121,04/03/2019,19.3039
1122,03/03/2019,N/E
1123,02/03/2019,N/E
1124,01/03/2019,19.2978
1125,28/02/2019,19.2607
1126,27/02/2019,19.2201
1127,26/02/2019,19.1630
1128,25/02/2019,19.1185
1129,24/02/2019,N/E
1130,23/02/2019,N/E
1131,22/02/2019,19.1394
1132,21/02/2019,19.2652
1133,20/02/2019,19.1835
1134,19/02/2019,19.1778
1135,18/02/2019,19.2578
1136,17/02/2019,N/E
1137,16/02/2019,N/E
1138,15/02/2019,19.3625
1139,14/02/2019,19.3569
1140,13/02/2019,19.4084
1141,12/02/2019,19.2592
1142,11/02/2019,19.2524
1143,10/02/2019,N/E
1144,09/02/2019,N/E
1145,08/02/2019,19.0893
1146,07/02/2019,19.0800
1147,06/02/2019,19.1058
1148,05/02/2019,19.0824
1149,04/02/2019,N/E
1150,03/02/2019,N/E
1151,02/02/2019,N/E
1152,01/02/2019,19.1098
1153,31/01/2019,19.0388
1154,30/01/2019,19.1623
1155,29/01/2019,18.9972
1156,28/01/2019,19.0381
1157,27/01/2019,N/E
1158,26/01/2019,N/E
1159,25/01/2019,18.9280
1160,24/01/2019,18.9859
1161,23/01/2019,19.0771
1162,22/01/2019,19.1297
1163,21/01/2019,19.1902
1164,20/01/2019,N/E
1165,19/01/2019,N/E
1166,18/01/2019,19.0844
1167,17/01/2019,19.0630
1168,16/01/2019,18.9908
1169,15/01/2019,19.0457
1170,14/01/2019,19.0064
1171,13/01/2019,N/E
1172,12/01/2019,N/E
1173,11/01/2019,19.1236
1174,10/01/2019,19.1714
1175,09/01/2019,19.2456
1176,08/01/2019,19.3479
1177,07/01/2019,19.3208
1178,06/01/2019,N/E
1179,05/01/2019,N/E
1180,04/01/2019,19.4902
1181,03/01/2019,19.6073
1182,02/01/2019,19.5878
1183,01/01/2019,N/E
1184,31/12/2018,19.6512
1185,30/12/2018,N/E
1186,29/12/2018,N/E
1187,28/12/2018,19.6566
1188,27/12/2018,19.6829
1189,26/12/2018,19.8823
1190,25/12/2018,N/E
1191,24/12/2018,19.8473
1192,23/12/2018,N/E
1193,22/12/2018,N/E
1194,21/12/2018,19.9275
1195,20/12/2018,19.9082
1196,19/12/2018,20.0293
1197,18/12/2018,20.1277
1198,17/12/2018,20.1126
1199,16/12/2018,N/E
1200,15/12/2018,N/E
1201,14/12/2018,20.3337
1202,13/12/2018,20.2566
1203,12/12/2018,N/E
1204,11/12/2018,20.2889
1205,10/12/2018,20.3621
1206,09/12/2018,N/E
1207,08/12/2018,N/E
1208,07/12/2018,20.2609
1209,06/12/2018,20.4705
1210,05/12/2018,20.5672
1211,04/12/2018,20.5123
1212,03/12/2018,20.2346
1213,02/12/2018,N/E
1214,01/12/2018,N/E
1215,30/11/2018,20.3455
1216,29/11/2018,20.2217
1217,28/11/2018,20.4108
1218,27/11/2018,20.4977
1219,26/11/2018,20.5304
1220,25/11/2018,N/E
1221,24/11/2018,N/E
1222,23/11/2018,20.3935
1223,22/11/2018,20.2984
1224,21/11/2018,20.2023
1225,20/11/2018,20.4123
1226,19/11/2018,N/E
1227,18/11/2018,N/E
1228,17/11/2018,N/E
1229,16/11/2018,20.1550
1230,15/11/2018,20.3371
1231,14/11/2018,20.3979
1232,13/11/2018,20.5158
1233,12/11/2018,20.3179
1234,11/11/2018,N/E
1235,10/11/2018,N/E
1236,09/11/2018,20.3614
1237,08/11/2018,20.0438
1238,07/11/2018,19.8245
1239,06/11/2018,19.8609
1240,05/11/2018,19.9636
1241,04/11/2018,N/E
1242,03/11/2018,N/E
1243,02/11/2018,N/E
1244,01/11/2018,20.1329
1245,31/10/2018,20.3177
1246,30/10/2018,20.0258
1247,29/10/2018,19.8022
1248,28/10/2018,N/E
1249,27/10/2018,N/E
1250,26/10/2018,19.4790
1251,25/10/2018,19.4383
1252,24/10/2018,19.4623
1253,23/10/2018,19.4169
1254,22/10/2018,19.3669
1255,21/10/2018,N/E
1256,20/10/2018,N/E
1257,19/10/2018,19.2183
1258,18/10/2018,19.1018
1259,17/10/2018,18.8012
1260,16/10/2018,18.7693
1261,15/10/2018,18.8096
1262,14/10/2018,N/E
1263,13/10/2018,N/E
1264,12/10/2018,18.9202
1265,11/10/2018,19.0217
1266,10/10/2018,19.1183
1267,09/10/2018,19.0000
1268,08/10/2018,18.9234
1269,07/10/2018,N/E
1270,06/10/2018,N/E
1271,05/10/2018,18.9444
1272,04/10/2018,19.1328
1273,03/10/2018,18.8014
1274,02/10/2018,18.7503
1275,01/10/2018,18.6531
1276,30/09/2018,N/E
1277,29/09/2018,N/E
1278,28/09/2018,18.7231
1279,27/09/2018,18.8120
1280,26/09/2018,18.8986
1281,25/09/2018,18.9870
1282,24/09/2018,18.8516
1283,23/09/2018,N/E
1284,22/09/2018,N/E
1285,21/09/2018,18.8539
1286,20/09/2018,18.8296
1287,19/09/2018,18.7672
1288,18/09/2018,18.7694
1289,17/09/2018,18.8399
1290,16/09/2018,N/E
1291,15/09/2018,N/E
1292,14/09/2018,18.8689
1293,13/09/2018,18.8775
1294,12/09/2018,19.0511
1295,11/09/2018,19.2680
1296,10/09/2018,19.2989
1297,09/09/2018,N/E
1298,08/09/2018,N/E
1299,07/09/2018,19.2394
1300,06/09/2018,19.3546
1301,05/09/2018,19.4433
1302,04/09/2018,19.3609
1303,03/09/2018,19.2137
1304,02/09/2018,N/E
1305,01/09/2018,N/E
1306,31/08/2018,19.1792
1307,30/08/2018,19.1258
1308,29/08/2018,19.0659
1309,28/08/2018,18.9354
1310,27/08/2018,18.6697
1311,26/08/2018,N/E
1312,25/08/2018,N/E
1313,24/08/2018,18.8339
1314,23/08/2018,18.8672
1315,22/08/2018,18.8176
1316,21/08/2018,18.8784
1317,20/08/2018,19.0305
1318,19/08/2018,N/E
1319,18/08/2018,N/E
1320,17/08/2018,19.0615
1321,16/08/2018,19.0100
1322,15/08/2018,19.2339
1323,14/08/2018,18.9973
1324,13/08/2018,19.1801
1325,12/08/2018,N/E
1326,11/08/2018,N/E
1327,10/08/2018,18.9273
1328,09/08/2018,18.6511
1329,08/08/2018,18.4542
1330,07/08/2018,18.4631
1331,06/08/2018,18.5433
1332,05/08/2018,N/E
1333,04/08/2018,N/E
1334,03/08/2018,18.5725
1335,02/08/2018,18.6349
1336,01/08/2018,18.5899
1337,31/07/2018,18.6457
1338,30/07/2018,18.5413
1339,29/07/2018,N/E
1340,28/07/2018,N/E
1341,27/07/2018,18.5515
1342,26/07/2018,18.6234
1343,25/07/2018,18.7709
1344,24/07/2018,18.8506
1345,23/07/2018,19.0761
1346,22/07/2018,N/E
1347,21/07/2018,N/E
1348,20/07/2018,19.0694
1349,19/07/2018,19.0790
1350,18/07/2018,18.9100
1351,17/07/2018,18.8763
1352,16/07/2018,18.8360
1353,15/07/2018,N/E
1354,14/07/2018,N/E
1355,13/07/2018,18.8854
1356,12/07/2018,18.8241
1357,11/07/2018,18.9632
1358,10/07/2018,19.0559
1359,09/07/2018,19.1563
1360,08/07/2018,N/E
1361,07/07/2018,N/E
1362,06/07/2018,19.0719
1363,05/07/2018,19.2513
1364,04/07/2018,19.4284
1365,03/07/2018,19.5974
1366,02/07/2018,20.1453
1367,01/07/2018,N/E
1368,30/06/2018,N/E
1369,29/06/2018,19.6912
1370,28/06/2018,19.8633
1371,27/06/2018,20.0553
1372,26/06/2018,19.8754
1373,25/06/2018,20.0908
1374,24/06/2018,N/E
1375,23/06/2018,N/E
1376,22/06/2018,20.1264
1377,21/06/2018,20.3689
1378,20/06/2018,20.3937
1379,19/06/2018,20.5531
1380,18/06/2018,20.6968
1381,17/06/2018,N/E
1382,16/06/2018,N/E
1383,15/06/2018,20.7160
1384,14/06/2018,20.6953
1385,13/06/2018,20.6259
1386,12/06/2018,20.5960
1387,11/06/2018,20.4722
1388,10/06/2018,N/E
1389,09/06/2018,N/E
1390,08/06/2018,20.5281
1391,07/06/2018,20.4600
1392,06/06/2018,20.3129
1393,05/06/2018,20.3863
1394,04/06/2018,19.9934
1395,03/06/2018,N/E
1396,02/06/2018,N/E
1397,01/06/2018,19.8662
1398,31/05/2018,19.9759
1399,30/05/2018,19.7322
1400,29/05/2018,19.7499
1401,28/05/2018,19.5915
1402,27/05/2018,N/E
1403,26/05/2018,N/E
1404,25/05/2018,19.5608
1405,24/05/2018,19.7048
1406,23/05/2018,19.7661
1407,22/05/2018,19.7528
1408,21/05/2018,19.9054
1409,20/05/2018,N/E
1410,19/05/2018,N/E
1411,18/05/2018,19.9319
1412,17/05/2018,19.7033
1413,16/05/2018,19.7094
1414,15/05/2018,19.7854
1415,14/05/2018,19.5214
1416,13/05/2018,N/E
1417,12/05/2018,N/E
1418,11/05/2018,19.3539
1419,10/05/2018,19.2989
1420,09/05/2018,19.5387
1421,08/05/2018,19.5781
1422,07/05/2018,19.4232
1423,06/05/2018,N/E
1424,05/05/2018,N/E
1425,04/05/2018,19.2017
1426,03/05/2018,19.1223
1427,02/05/2018,19.0943
1428,01/05/2018,N/E
1429,30/04/2018,18.7878
1430,29/04/2018,N/E
1431,28/04/2018,N/E
1432,27/04/2018,18.6847
1433,26/04/2018,18.8644
1434,25/04/2018,19.0530
1435,24/04/2018,18.8139
1436,23/04/2018,18.8628
1437,22/04/2018,N/E
1438,21/04/2018,N/E
1439,20/04/2018,18.6210
1440,19/04/2018,18.2819
1441,18/04/2018,18.0333
1442,17/04/2018,17.9787
1443,16/04/2018,18.0394
1444,15/04/2018,N/E
1445,14/04/2018,N/E
1446,13/04/2018,18.0870
1447,12/04/2018,18.1353
1448,11/04/2018,18.2018
1449,10/04/2018,18.2882
1450,09/04/2018,18.2753
1451,08/04/2018,N/E
1452,07/04/2018,N/E
1453,06/04/2018,18.2888
1454,05/04/2018,18.1081
1455,04/04/2018,18.2244
1456,03/04/2018,18.2044
1457,02/04/2018,18.2967
1458,01/04/2018,N/E
1459,31/03/2018,N/E
1460,30/03/2018,N/E
1461,29/03/2018,N/E
1462,28/03/2018,18.2709
1463,27/03/2018,18.3445
1464,26/03/2018,18.3268
1465,25/03/2018,N/E
1466,24/03/2018,N/E
1467,23/03/2018,18.5364
1468,22/03/2018,18.5078
1469,21/03/2018,18.6001
1470,20/03/2018,18.7614
1471,19/03/2018,N/E
1472,18/03/2018,N/E
1473,17/03/2018,N/E
1474,16/03/2018,18.7216
1475,15/03/2018,18.7023
1476,14/03/2018,18.5854
1477,13/03/2018,18.5604
1478,12/03/2018,18.6199
1479,11/03/2018,N/E
1480,10/03/2018,N/E
1481,09/03/2018,18.5812
1482,08/03/2018,18.7148
1483,07/03/2018,18.7922
1484,06/03/2018,18.7246
1485,05/03/2018,18.8838
1486,04/03/2018,N/E
1487,03/03/2018,N/E
1488,02/03/2018,18.8909
1489,01/03/2018,18.8610
1490,28/02/2018,18.8331
1491,27/02/2018,18.7902
1492,26/02/2018,18.6456
1493,25/02/2018,N/E
1494,24/02/2018,N/E
1495,23/02/2018,18.5659
1496,22/02/2018,18.6574
1497,21/02/2018,18.6518
1498,20/02/2018,18.6594
1499,19/02/2018,18.5360
1500,18/02/2018,N/E
1501,17/02/2018,N/E
1502,16/02/2018,18.4797
1503,15/02/2018,18.5159
1504,14/02/2018,18.6025
1505,13/02/2018,18.6269
1506,12/02/2018,18.6703
1507,11/02/2018,N/E
1508,10/02/2018,N/E
1509,09/02/2018,18.8623
1510,08/02/2018,18.8815
1511,07/02/2018,18.6492
1512,06/02/2018,18.7009
1513,05/02/2018,N/E
1514,04/02/2018,N/E
1515,03/02/2018,N/E
1516,02/02/2018,18.5248
1517,01/02/2018,18.4004
1518,31/01/2018,18.6069
1519,30/01/2018,18.6982
1520,29/01/2018,18.6196
1521,28/01/2018,N/E
1522,27/01/2018,N/E
1523,26/01/2018,18.4672
1524,25/01/2018,18.4780
1525,24/01/2018,18.5178
1526,23/01/2018,18.7980
1527,22/01/2018,18.7118
1528,21/01/2018,N/E
1529,20/01/2018,N/E
1530,19/01/2018,18.5813
1531,18/01/2018,18.6361
1532,17/01/2018,18.6550
1533,16/01/2018,18.8362
1534,15/01/2018,18.8113
1535,14/01/2018,N/E
1536,13/01/2018,N/E
1537,12/01/2018,19.0446
1538,11/01/2018,19.3433
1539,10/01/2018,19.2405
1540,09/01/2018,19.3065
1541,08/01/2018,19.2323
1542,07/01/2018,N/E
1543,06/01/2018,N/E
1544,05/01/2018,19.2737
1545,04/01/2018,19.2427
1546,03/01/2018,19.3717
1547,02/01/2018,19.4899
1548,01/01/2018,N/E
1549,31/12/2017,N/E
1550,30/12/2017,N/E
1551,29/12/2017,19.6629
1552,28/12/2017,19.7354
1553,27/12/2017,19.7867
1554,26/12/2017,19.7223
1555,25/12/2017,N/E
1556,24/12/2017,N/E
1557,23/12/2017,N/E
1558,22/12/2017,19.5848
1559,21/12/2017,19.3962
1560,20/12/2017,19.2291
1561,19/12/2017,19.1913
1562,18/12/2017,19.0289
1563,17/12/2017,N/E
1564,16/12/2017,N/E
1565,15/12/2017,19.1289
1566,14/12/2017,19.1202
1567,13/12/2017,19.1391
1568,12/12/2017,N/E
1569,11/12/2017,18.9740
1570,10/12/2017,N/E
1571,09/12/2017,N/E
1572,08/12/2017,18.9445
1573,07/12/2017,18.9315
1574,06/12/2017,18.8897
1575,05/12/2017,18.6958
1576,04/12/2017,18.6420
1577,03/12/2017,N/E
1578,02/12/2017,N/E
1579,01/12/2017,18.6399
1580,30/11/2017,18.6229
1581,29/11/2017,18.5190
1582,28/11/2017,18.5848
1583,27/11/2017,18.5200
1584,26/11/2017,N/E
1585,25/11/2017,N/E
1586,24/11/2017,18.5379
1587,23/11/2017,18.6041
1588,22/11/2017,18.7400
1589,21/11/2017,18.8242
1590,20/11/2017,N/E
1591,19/11/2017,N/E
1592,18/11/2017,N/E
1593,17/11/2017,18.9724
1594,16/11/2017,19.1224
1595,15/11/2017,19.2268
1596,14/11/2017,19.1334
1597,13/11/2017,19.1680
1598,12/11/2017,N/E
1599,11/11/2017,N/E
1600,10/11/2017,19.0526
1601,09/11/2017,19.0900
1602,08/11/2017,19.0718
1603,07/11/2017,19.1349
1604,06/11/2017,19.0814
1605,05/11/2017,N/E
1606,04/11/2017,N/E
1607,03/11/2017,19.1850
1608,02/11/2017,N/E
1609,01/11/2017,19.1241
1610,31/10/2017,19.1478
1611,30/10/2017,19.2188
1612,29/10/2017,N/E
1613,28/10/2017,N/E
1614,27/10/2017,19.1474
1615,26/10/2017,19.0960
1616,25/10/2017,19.0770
1617,24/10/2017,19.2009
1618,23/10/2017,19.0489
1619,22/10/2017,N/E
1620,21/10/2017,N/E
1621,20/10/2017,19.0080
1622,19/10/2017,18.8248
1623,18/10/2017,18.8869
1624,17/10/2017,19.0117
1625,16/10/2017,19.0753
1626,15/10/2017,N/E
1627,14/10/2017,N/E
1628,13/10/2017,18.9008
1629,12/10/2017,18.7631
1630,11/10/2017,18.7180
1631,10/10/2017,18.6327
1632,09/10/2017,18.6646
1633,08/10/2017,N/E
1634,07/10/2017,N/E
1635,06/10/2017,18.5522
1636,05/10/2017,18.3060
1637,04/10/2017,18.2282
1638,03/10/2017,18.2113
1639,02/10/2017,18.2337
1640,01/10/2017,N/E
1641,30/09/2017,N/E
1642,29/09/2017,18.1590
1643,28/09/2017,18.1979
1644,27/09/2017,18.1300
1645,26/09/2017,17.9933
1646,25/09/2017,17.8831
1647,24/09/2017,N/E
1648,23/09/2017,N/E
1649,22/09/2017,17.7487
1650,21/09/2017,17.8545
1651,20/09/2017,17.7009
1652,19/09/2017,17.7643
1653,18/09/2017,17.7610
1654,17/09/2017,N/E
1655,16/09/2017,N/E
1656,15/09/2017,17.6857
1657,14/09/2017,17.7278
1658,13/09/2017,17.7836
1659,12/09/2017,17.7810
1660,11/09/2017,17.6443
1661,10/09/2017,N/E
1662,09/09/2017,N/E
1663,08/09/2017,17.7331
1664,07/09/2017,17.6965
1665,06/09/2017,17.8136
1666,05/09/2017,17.8360
1667,04/09/2017,17.8683
1668,03/09/2017,N/E
1669,02/09/2017,N/E
1670,01/09/2017,17.7861
1671,31/08/2017,17.8145
1672,30/08/2017,17.7753
1673,29/08/2017,17.8760
1674,28/08/2017,17.8049
1675,27/08/2017,N/E
1676,26/08/2017,N/E
1677,25/08/2017,17.6205
1678,24/08/2017,17.6977
1679,23/08/2017,17.7113
1680,22/08/2017,17.6458
1681,21/08/2017,17.6501
1682,20/08/2017,N/E
1683,19/08/2017,N/E
1684,18/08/2017,17.8584
1685,17/08/2017,17.7324
1686,16/08/2017,17.7160
1687,15/08/2017,17.8483
1688,14/08/2017,17.7755
1689,13/08/2017,N/E
1690,12/08/2017,N/E
1691,11/08/2017,17.8470
1692,10/08/2017,17.9073
1693,09/08/2017,17.9671
1694,08/08/2017,17.9160
1695,07/08/2017,17.9641
1696,06/08/2017,N/E
1697,05/08/2017,N/E
1698,04/08/2017,17.8798
1699,03/08/2017,17.8733
1700,02/08/2017,17.8696
1701,01/08/2017,17.8108
1702,31/07/2017,17.8646
1703,30/07/2017,N/E
1704,29/07/2017,N/E
1705,28/07/2017,17.7435
1706,27/07/2017,17.6886
1707,26/07/2017,17.7561
1708,25/07/2017,17.7492
1709,24/07/2017,17.6893
1710,23/07/2017,N/E
1711,22/07/2017,N/E
1712,21/07/2017,17.5618
1713,20/07/2017,17.5260
1714,19/07/2017,17.4937
1715,18/07/2017,17.5134
1716,17/07/2017,17.5836
1717,16/07/2017,N/E
1718,15/07/2017,N/E
1719,14/07/2017,17.5613
1720,13/07/2017,17.7422
1721,12/07/2017,17.7708
1722,11/07/2017,17.9482
1723,10/07/2017,17.9751
1724,09/07/2017,N/E
1725,08/07/2017,N/E
1726,07/07/2017,18.1394
1727,06/07/2017,18.3227
1728,05/07/2017,18.3556
1729,04/07/2017,18.2036
1730,03/07/2017,18.2064
1731,02/07/2017,N/E
1732,01/07/2017,N/E
1733,30/06/2017,18.0626
1734,29/06/2017,18.0279
1735,28/06/2017,17.8973
1736,27/06/2017,17.9862
1737,26/06/2017,17.8775
1738,25/06/2017,N/E
1739,24/06/2017,N/E
1740,23/06/2017,17.9900
1741,22/06/2017,18.1270
1742,21/06/2017,18.1570
1743,20/06/2017,18.1167
1744,19/06/2017,17.9519
1745,18/06/2017,N/E
1746,17/06/2017,N/E
1747,16/06/2017,17.9321
1748,15/06/2017,18.1154
1749,14/06/2017,17.9343
1750,13/06/2017,18.0725
1751,12/06/2017,18.1802
1752,11/06/2017,N/E
1753,10/06/2017,N/E
1754,09/06/2017,18.1939
1755,08/06/2017,18.1946
1756,07/06/2017,18.2278
1757,06/06/2017,18.2762
1758,05/06/2017,18.3819
1759,04/06/2017,N/E
1760,03/06/2017,N/E
1761,02/06/2017,18.6204
1762,01/06/2017,18.5941
1763,31/05/2017,18.6909
1764,30/05/2017,18.6643
1765,29/05/2017,18.5121
1766,28/05/2017,N/E
1767,27/05/2017,N/E
1768,26/05/2017,18.4849
1769,25/05/2017,18.4185
1770,24/05/2017,18.5689
1771,23/05/2017,18.6150
1772,22/05/2017,18.6633
1773,21/05/2017,N/E
1774,20/05/2017,N/E
1775,19/05/2017,18.6859
1776,18/05/2017,18.8898
1777,17/05/2017,18.6761
1778,16/05/2017,18.6183
1779,15/05/2017,18.6700
1780,14/05/2017,N/E
1781,13/05/2017,N/E
1782,12/05/2017,18.7594
1783,11/05/2017,18.9039
1784,10/05/2017,18.9587
1785,09/05/2017,19.1364
1786,08/05/2017,19.1164
1787,07/05/2017,N/E
1788,06/05/2017,N/E
1789,05/05/2017,19.0137
1790,04/05/2017,19.0019
1791,03/05/2017,18.8031
1792,02/05/2017,18.7731
1793,01/05/2017,N/E
1794,30/04/2017,N/E
1795,29/04/2017,N/E
1796,28/04/2017,18.9594
1797,27/04/2017,19.0670
1798,26/04/2017,19.1119
1799,25/04/2017,18.9225
1800,24/04/2017,18.6521
1801,23/04/2017,N/E
1802,22/04/2017,N/E
1803,21/04/2017,18.8413
1804,20/04/2017,18.8187
1805,19/04/2017,18.8374
1806,18/04/2017,18.4863
1807,17/04/2017,18.5582
1808,16/04/2017,N/E
1809,15/04/2017,N/E
1810,14/04/2017,N/E
1811,13/04/2017,N/E
1812,12/04/2017,18.7528
1813,11/04/2017,18.7646
1814,10/04/2017,18.6923
1815,09/04/2017,N/E
1816,08/04/2017,N/E
1817,07/04/2017,18.6560
1818,06/04/2017,18.7696
1819,05/04/2017,18.7192
1820,04/04/2017,18.8334
1821,03/04/2017,18.7320
1822,02/04/2017,N/E
1823,01/04/2017,N/E
1824,31/03/2017,18.7955
1825,30/03/2017,18.7079
1826,29/03/2017,18.8092
1827,28/03/2017,18.8853
1828,27/03/2017,18.8661
1829,26/03/2017,N/E
1830,25/03/2017,N/E
1831,24/03/2017,18.8528
1832,23/03/2017,18.9877
1833,22/03/2017,19.0837
1834,21/03/2017,19.1070
1835,20/03/2017,N/E
1836,19/03/2017,N/E
1837,18/03/2017,N/E
1838,17/03/2017,19.1170
1839,16/03/2017,19.1730
1840,15/03/2017,19.4493
1841,14/03/2017,19.6543
1842,13/03/2017,19.5803
1843,12/03/2017,N/E
1844,11/03/2017,N/E
1845,10/03/2017,19.6279
1846,09/03/2017,19.7974
1847,08/03/2017,19.6007
1848,07/03/2017,19.5210
1849,06/03/2017,19.5538
1850,05/03/2017,N/E
1851,04/03/2017,N/E
1852,03/03/2017,19.6147
1853,02/03/2017,19.9373
1854,01/03/2017,19.9007
1855,28/02/2017,19.9957
1856,27/02/2017,19.8322
1857,26/02/2017,N/E
1858,25/02/2017,N/E
1859,24/02/2017,19.8335
1860,23/02/2017,19.7011
1861,22/02/2017,19.9127
1862,21/02/2017,20.4489
1863,20/02/2017,20.4059
1864,19/02/2017,N/E
1865,18/02/2017,N/E
1866,17/02/2017,20.4526
1867,16/02/2017,20.3325
1868,15/02/2017,20.3254
1869,14/02/2017,20.3507
1870,13/02/2017,20.3280
1871,12/02/2017,N/E
1872,11/02/2017,N/E
1873,10/02/2017,20.3535
1874,09/02/2017,20.4163
1875,08/02/2017,20.4994
1876,07/02/2017,20.6370
1877,06/02/2017,N/E
1878,05/02/2017,N/E
1879,04/02/2017,N/E
1880,03/02/2017,20.3439
1881,02/02/2017,20.5757
1882,01/02/2017,20.7752
1883,31/01/2017,20.7908
1884,30/01/2017,20.7588
1885,29/01/2017,N/E
1886,28/01/2017,N/E
1887,27/01/2017,21.0212
1888,26/01/2017,21.2024
1889,25/01/2017,21.3439
1890,24/01/2017,21.3692
1891,23/01/2017,21.4512
1892,22/01/2017,N/E
1893,21/01/2017,N/E
1894,20/01/2017,21.7002
1895,19/01/2017,21.9044
1896,18/01/2017,21.8514
1897,17/01/2017,21.5738
1898,16/01/2017,21.6643
1899,15/01/2017,N/E
1900,14/01/2017,N/E
1901,13/01/2017,21.6330
1902,12/01/2017,21.7204
1903,11/01/2017,21.9076
1904,10/01/2017,21.6168
1905,09/01/2017,21.3219
1906,08/01/2017,N/E
1907,07/01/2017,N/E
1908,06/01/2017,21.3144
1909,05/01/2017,21.3661
1910,04/01/2017,21.3799
1911,03/01/2017,20.8520
1912,02/01/2017,20.7323
1913,01/01/2017,N/E
1914,31/12/2016,N/E
1915,30/12/2016,20.6194
1916,29/12/2016,20.6640
1917,28/12/2016,20.7314
1918,27/12/2016,20.7052
1919,26/12/2016,20.6445
1920,25/12/2016,N/E
1921,24/12/2016,N/E
1922,23/12/2016,20.6271
1923,22/12/2016,20.7179
1924,21/12/2016,20.4921
1925,20/12/2016,20.4300
1926,19/12/2016,20.4098
1927,18/12/2016,N/E
1928,17/12/2016,N/E
1929,16/12/2016,20.4280
1930,15/12/2016,20.5973
1931,14/12/2016,20.2226
1932,13/12/2016,20.2567
1933,12/12/2016,N/E
1934,11/12/2016,N/E
1935,10/12/2016,N/E
1936,09/12/2016,20.3305
1937,08/12/2016,20.4162
1938,07/12/2016,20.2967
1939,06/12/2016,20.3863
1940,05/12/2016,20.5927
1941,04/12/2016,N/E
1942,03/12/2016,N/E
1943,02/12/2016,20.6149
1944,01/12/2016,20.7488
1945,30/11/2016,20.5155
1946,29/11/2016,20.6225
1947,28/11/2016,20.5521
1948,27/11/2016,N/E
1949,26/11/2016,N/E
1950,25/11/2016,20.6475
1951,24/11/2016,20.7051
1952,23/11/2016,20.6901
1953,22/11/2016,20.5205
1954,21/11/2016,N/E
1955,20/11/2016,N/E
1956,19/11/2016,N/E
1957,18/11/2016,20.4193
1958,17/11/2016,20.1898
1959,16/11/2016,20.2884
1960,15/11/2016,20.3490
1961,14/11/2016,20.8729
1962,13/11/2016,N/E
1963,12/11/2016,N/E
1964,11/11/2016,21.0511
1965,10/11/2016,20.4812
1966,09/11/2016,19.9250
1967,08/11/2016,18.5089
1968,07/11/2016,18.6192
